main institute;school;school type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tntd00401c;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore tecnologico serale;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tntd00450r;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo del made in italy;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnps00401l;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo delle scienze umane;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnps00401l;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo delle scienze umane opzione economico sociale;;a carattere statale/provinciale;tiziana gulli;;;via san pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnps00401l;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo linguistico;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnps00401l;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo scientifico;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnps00401l;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. martini"" - mezzolombardo";;istituzione scolastica e formativa;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tnis00300a;https://www.vivoscuola.it/content/view/full/29801;institute
"istituto di istruzione ""m. martini"" - mezzolombardo";educazione per adulti relativa al primo ciclo;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tnct70400v;https://www.vivoscuola.it/content/view/full/29801;school
"istituto di istruzione ""m. martini"" - mezzolombardo";istituto tecnico per il settore economico;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tntd00301l;https://www.vivoscuola.it/content/view/full/29801;school
"istituto di istruzione ""m. martini"" - mezzolombardo";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tnrc00350n;https://www.vivoscuola.it/content/view/full/29801;school
"istituto di istruzione ""m. martini"" - mezzolombardo";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tntd00301l;https://www.vivoscuola.it/content/view/full/29801;school
"istituto di istruzione ""m. martini"" - mezzolombardo";liceo del made in italy;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tnps00301r;https://www.vivoscuola.it/content/view/full/29801;school
"istituto di istruzione ""m. martini"" - mezzolombardo";liceo delle scienze umane opzione economico sociale;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tnps00301r;https://www.vivoscuola.it/content/view/full/29801;school
"istituto di istruzione ""m. martini"" - mezzolombardo";liceo scientifico;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tnps00301r;https://www.vivoscuola.it/content/view/full/29801;school
"istituto di istruzione ""m. martini"" - mezzolombardo";liceo scientifico opzione scienze applicate;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tnps00301r;https://www.vivoscuola.it/content/view/full/29801;school
istituto gardascuola;;istituzione scolastica e formativa;paritaria/equiparata;lorenzo angeli;;;via xxiv maggio, 1 38062;arco;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;;https://www.vivoscuola.it/content/view/full/29412;institute
istituto gardascuola;istituto tecnico per il settore economico;;paritaria/equiparata;lorenzo angeli;;;via xxiv maggio, 1 38062;arco;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;tntn04500g;https://www.vivoscuola.it/content/view/full/29412;school
istituto gardascuola;istituto tecnico per il settore tecnologico;;paritaria/equiparata;lorenzo angeli;;;via xxiv maggio, 1 38062;arco;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;tntn04500g;https://www.vivoscuola.it/content/view/full/29412;school
istituto gardascuola;liceo scientifico opzione scienze applicate;;paritaria/equiparata;lorenzo angeli;;;via xxiv maggio, 1 38062;arco;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;tnps00500b;https://www.vivoscuola.it/content/view/full/29412;school
istituto gardascuola;scuola primaria gardascuola arco;;paritaria/equiparata;lorenzo angeli;;;via xxiv maggio, 1 38062;arco;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;tn1e00800n;https://www.vivoscuola.it/content/view/full/29412;school
istituto gardascuola;scuola secondaria di primo grado gardascuola arco;;paritaria/equiparata;lorenzo angeli;;;via xxiv maggio, 1 38062;arco;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;tn1m00800v;https://www.vivoscuola.it/content/view/full/29412;school
istituto sacro cuore - trento;;istituzione scolastica e formativa;paritaria/equiparata;alberto ventroni;;;piazza s teresa verzeri, 4 38122;trento;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;;https://www.vivoscuola.it/content/view/full/29820;institute
istituto sacro cuore - trento;liceo artistico;;paritaria/equiparata;alberto ventroni;;;piazza s teresa verzeri, 4 38122;trento;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;tnpm015003;https://www.vivoscuola.it/content/view/full/29820;school
istituto sacro cuore - trento;liceo delle scienze umane;;paritaria/equiparata;alberto ventroni;;;piazza s teresa verzeri, 4 38122;trento;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;tnpm015003;https://www.vivoscuola.it/content/view/full/29820;school
istituto sacro cuore - trento;liceo scientifico opzione scienze applicate ;;paritaria/equiparata;alberto ventroni;;;piazza s teresa verzeri, 4 38122;trento;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;tnpsi8500o;https://www.vivoscuola.it/content/view/full/29820;school
istituto sacro cuore - trento;scuola primaria sacro cuore trento;;paritaria/equiparata;alberto ventroni;;;piazza s teresa verzeri, 4 38122;trento;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;tn1e00300e;https://www.vivoscuola.it/content/view/full/29820;school
istituto sacro cuore - trento;scuola secondaria di primo grado sacro cuore trento;;paritaria/equiparata;alberto ventroni;;;piazza s teresa verzeri, 4 38122;trento;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;https://www.istitutosacrocuore.it;tn1m006007;https://www.vivoscuola.it/content/view/full/29820;school
istituto salesiano maria ausiliatrice - trento;;istituzione scolastica e formativa;paritaria/equiparata;lara pisetta;;;via barbacovi, 22 38122;trento;0461/885555;;sdbtrento@pcert.postecert.it;;segreteria@sdbtrento.it;https://www.sdbtrento.it;;https://www.vivoscuola.it/content/view/full/29827;institute
istituto salesiano maria ausiliatrice - trento;scuola secondaria di primo grado maria ausiliatrice trento;;paritaria/equiparata;lara pisetta;;;via barbacovi, 22 38122;trento;0461/885555;;sdbtrento@pcert.postecert.it;;segreteria@sdbtrento.it;https://www.sdbtrento.it;tn1m00500b;https://www.vivoscuola.it/content/view/full/29827;school
istituto salesiano s. croce - mezzano;;istituzione scolastica e formativa;paritaria/equiparata;agostino pradel;;;via molaren, 29 38050;mezzano;0439/762019;0439/762664;salesianimezzano@pec.it;;segreteria@sdbmezzano.it;https://www.salesianimezzano.it;;https://www.vivoscuola.it/content/view/full/29829;institute
istituto salesiano s. croce - mezzano;scuola primaria santa croce mezzano;;paritaria/equiparata;agostino pradel;;;via molaren, 29 38050;mezzano;0439/762019;0439/762664;salesianimezzano@pec.it;;segreteria@sdbmezzano.it;https://www.salesianimezzano.it;tn1e00200p;https://www.vivoscuola.it/content/view/full/29829;school
istituto salesiano s. croce - mezzano;scuola secondaria di primo grado santa croce mezzano;;paritaria/equiparata;agostino pradel;;;via molaren, 29 38050;mezzano;0439/762019;0439/762664;salesianimezzano@pec.it;;segreteria@sdbmezzano.it;https://www.salesianimezzano.it;tn1m001004;https://www.vivoscuola.it/content/view/full/29829;school
"istituto tecnico economico ""a. tambosi"" - trento";;istituzione scolastica e formativa;a carattere statale/provinciale;andrea bezzi;;;via brigata acqui, 19 38122;trento;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;https://tambosi.tn.it;tntd18000t;https://www.vivoscuola.it/content/view/full/29832;institute
"istituto tecnico economico ""a. tambosi"" - trento";istituto tecnico per il settore economico;;a carattere statale/provinciale;andrea bezzi;;;via brigata acqui, 19 38122;trento;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;https://tambosi.tn.it;tntd18000t;https://www.vivoscuola.it/content/view/full/29832;school
"istituto tecnico economico ""a. tambosi"" - trento";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;andrea bezzi;;;via brigata acqui, 19 38122;trento;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;https://tambosi.tn.it;tntd180507;https://www.vivoscuola.it/content/view/full/29832;school
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";;istituzione scolastica e formativa;a carattere statale/provinciale;alfredo romantini;;;via iv novembre, 35 38023;cles;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;tntd100001;https://www.vivoscuola.it/content/view/full/29835;institute
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";educazione per adulti relativa al primo ciclo;;a carattere statale/provinciale;alfredo romantini;;;via iv novembre, 35 38023;cles;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;tnct709002;https://www.vivoscuola.it/content/view/full/29835;school
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore economico;;a carattere statale/provinciale;alfredo romantini;;;via iv novembre, 35 38023;cles;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;tntd100001;https://www.vivoscuola.it/content/view/full/29835;school
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;alfredo romantini;;;via iv novembre, 35 38023;cles;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;tntd10050a;https://www.vivoscuola.it/content/view/full/29835;school
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;alfredo romantini;;;via iv novembre, 35 38023;cles;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;tntd100001;https://www.vivoscuola.it/content/view/full/29835;school
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore tecnologico serale;;a carattere statale/provinciale;alfredo romantini;;;via iv novembre, 35 38023;cles;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;tntd10050a;https://www.vivoscuola.it/content/view/full/29835;school
"istituto tecnico economico e tecnologico ""f. e g. fontana"" - rovereto";;istituzione scolastica e formativa;a carattere statale/provinciale;giuseppe santoli;;;via del teatro, 4 38068;rovereto;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;https://www.fgfontana.eu;tntd020009;https://www.vivoscuola.it/content/view/full/29841;institute
"istituto tecnico economico e tecnologico ""f. e g. fontana"" - rovereto";istituto tecnico per il settore economico;;a carattere statale/provinciale;giuseppe santoli;;;via del teatro, 4 38068;rovereto;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;https://www.fgfontana.eu;tntd020009;https://www.vivoscuola.it/content/view/full/29841;school
