id;main institute;school;institute type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity;wikipedia municipality link;vivoscuola school link
448;istituto comprensivo tione;"scuola secondaria di primo grado ""legione trentina"" tione di trento";;a carattere statale/provinciale;alessandro bonesini;;;via circonvallazione, 44 38079;tione di trento;0465321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;tnmm83601e;https://www.vivoscuola.it/content/view/full/29667;school;https://it.wikipedia.org/wiki/Tione_di_Trento;https://www.vivoscuola.it/content/view/full/29673
449;istituto comprensivo tione;scuola secondaria di primo grado roncone;;a carattere statale/provinciale;alessandro bonesini;;;via iii novembre - roncone, 22/a 38087;sella giudicarie;0465321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;tnmm83602g;https://www.vivoscuola.it/content/view/full/29667;school;https://it.wikipedia.org/wiki/Sella_Giudicarie;https://www.vivoscuola.it/content/view/full/29674
450;"istituto comprensivo trento 1 ""margherita hack""";;istituzione scolastica e formativa;a carattere statale/provinciale;piera pegoretti;;;via znojmo, 24 38123;trento;0461912740;0461/912065;ic.trento1@pec.provincia.tn.it;dir.ic.tn1@scuole.provincia.tn.it;segr.ic.tn1@scuole.provincia.tn.it;https://www.ictrento1.it;tnic81900q;https://www.vivoscuola.it/content/view/full/29675;institute;https://it.wikipedia.org/wiki/Trento;
451;"istituto comprensivo trento 1 ""margherita hack""";"scuola primaria ""g. a. tomasi"" villazzano";;a carattere statale/provinciale;piera pegoretti;;;piazza monsignor nicolini,  7 38123;trento;0461912740;0461/912065;ic.trento1@pec.provincia.tn.it;dir.ic.tn1@scuole.provincia.tn.it;segr.ic.tn1@scuole.provincia.tn.it;https://www.ictrento1.it;tnee81902v;https://www.vivoscuola.it/content/view/full/29675;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29676
452;"istituto comprensivo trento 1 ""margherita hack""";"scuola primaria ""u. moggioli"" povo";;a carattere statale/provinciale;piera pegoretti;;;via dei rivi, 6 38123;trento;0461912740;0461/912065;ic.trento1@pec.provincia.tn.it;dir.ic.tn1@scuole.provincia.tn.it;segr.ic.tn1@scuole.provincia.tn.it;https://www.ictrento1.it;tnee81901t;https://www.vivoscuola.it/content/view/full/29675;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29677
453;"istituto comprensivo trento 1 ""margherita hack""";"scuola secondaria di primo grado ""g. pascoli"" povo";;a carattere statale/provinciale;piera pegoretti;;;via znojmo, 24 38123;trento;0461912740;0461/912065;ic.trento1@pec.provincia.tn.it;dir.ic.tn1@scuole.provincia.tn.it;segr.ic.tn1@scuole.provincia.tn.it;https://www.ictrento1.it;tnmm81901r;https://www.vivoscuola.it/content/view/full/29675;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29678
454;"istituto comprensivo trento 2 ""j. a. comenius""";;istituzione scolastica e formativa;a carattere statale/provinciale;carlo zanetti;;;via ponte alto, 2/1 38121;trento;0461982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;tnic82000x;https://www.vivoscuola.it/content/view/full/29679;institute;https://it.wikipedia.org/wiki/Trento;
455;"istituto comprensivo trento 2 ""j. a. comenius""";"scuola primaria ""e. bernardi"" cognola";;a carattere statale/provinciale;carlo zanetti;;;via ponte alto, 2/1 38121;trento;0461982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;tnee820012;https://www.vivoscuola.it/content/view/full/29679;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29680
456;"istituto comprensivo trento 2 ""j. a. comenius""";"scuola primaria ""r. belenzani"" s.vito";;a carattere statale/provinciale;carlo zanetti;;;via s vito, 169 38121;trento;0461982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;tnee820045;https://www.vivoscuola.it/content/view/full/29679;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29681
457;"istituto comprensivo trento 2 ""j. a. comenius""";"scuola primaria ""r. zandonai"" martignano";;a carattere statale/provinciale;carlo zanetti;;;piazza menghin,  1 38121;trento;0461982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;tnee820034;https://www.vivoscuola.it/content/view/full/29679;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29682
458;"istituto comprensivo trento 2 ""j. a. comenius""";scuola primaria casa serena;;a carattere statale/provinciale;carlo zanetti;;;via alle campanelle, 23 38121;trento;0461982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;tnee820023;https://www.vivoscuola.it/content/view/full/29679;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29683
459;"istituto comprensivo trento 2 ""j. a. comenius""";"scuola secondaria di primo grado ""argentario"" trento";;a carattere statale/provinciale;carlo zanetti;;;via ponte alto, 2/1 38121;trento;0461982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;tnmm820011;https://www.vivoscuola.it/content/view/full/29679;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29684
460;istituto comprensivo trento 3;;istituzione scolastica e formativa;a carattere statale/provinciale;lina broch;;;via vittorio veneto, 61 38122;trento;04611825610;0461/920605;ic.trento3@pec.provincia.tn.it;dir.ic.tn3@scuole.provincia.tn.it;segr.ic.tn3@scuole.provincia.tn.it;http://www.ictrento3.it;tnic85600p;https://www.vivoscuola.it/content/view/full/29685;institute;https://it.wikipedia.org/wiki/Trento;
461;istituto comprensivo trento 3;"scuola primaria ""a. nicolodi"" trento";;a carattere statale/provinciale;lina broch;;;via fogazzaro, 2 38122;trento;04611825610;0461/920605;ic.trento3@pec.provincia.tn.it;dir.ic.tn3@scuole.provincia.tn.it;segr.ic.tn3@scuole.provincia.tn.it;http://www.ictrento3.it;tnee85604x;https://www.vivoscuola.it/content/view/full/29685;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29686
462;istituto comprensivo trento 3;"scuola primaria ""d. savio"" trento";;a carattere statale/provinciale;lina broch;;;via s pio x, 103 38122;trento;04611825610;0461/920605;ic.trento3@pec.provincia.tn.it;dir.ic.tn3@scuole.provincia.tn.it;segr.ic.tn3@scuole.provincia.tn.it;http://www.ictrento3.it;tnee85601r;https://www.vivoscuola.it/content/view/full/29685;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29687
463;istituto comprensivo trento 3;"scuola primaria ""g. b. de gaspari"" trento";;a carattere statale/provinciale;lina broch;;;via zandonai, 4 38122;trento;04611825610;0461/920605;ic.trento3@pec.provincia.tn.it;dir.ic.tn3@scuole.provincia.tn.it;segr.ic.tn3@scuole.provincia.tn.it;http://www.ictrento3.it;tnee85602t;https://www.vivoscuola.it/content/view/full/29685;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29688
464;istituto comprensivo trento 3;scuola primaria ravina;;a carattere statale/provinciale;lina broch;;;via delle masere, 5 38123;trento;04611825610;0461/920605;ic.trento3@pec.provincia.tn.it;dir.ic.tn3@scuole.provincia.tn.it;segr.ic.tn3@scuole.provincia.tn.it;http://www.ictrento3.it;tnee85603v;https://www.vivoscuola.it/content/view/full/29685;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29689
465;istituto comprensivo trento 3;"scuola secondaria di primo grado ""bronzetti - segantini"" trento";;a carattere statale/provinciale;lina broch;;;via vittorio veneto, 61 38122;trento;04611825610;0461/920605;ic.trento3@pec.provincia.tn.it;dir.ic.tn3@scuole.provincia.tn.it;segr.ic.tn3@scuole.provincia.tn.it;http://www.ictrento3.it;tnmm85601q;https://www.vivoscuola.it/content/view/full/29685;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29690
466;istituto comprensivo trento 4;;istituzione scolastica e formativa;a carattere statale/provinciale;elena  valduga;;;viale degli olmi, 22 38123;trento;0461920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;tnic85700e;https://www.vivoscuola.it/content/view/full/29691;institute;https://it.wikipedia.org/wiki/Trento;
467;istituto comprensivo trento 4;scuola primaria clarina trento;;a carattere statale/provinciale;elena  valduga;;;via einaudi, 13 38123;trento;0461920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;tnee85701l;https://www.vivoscuola.it/content/view/full/29691;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29692
468;istituto comprensivo trento 4;scuola primaria localita' madonna bianca trento;;a carattere statale/provinciale;elena  valduga;;;piazzale europa, 4 38123;trento;0461920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;tnee85702n;https://www.vivoscuola.it/content/view/full/29691;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29693
469;istituto comprensivo trento 4;scuola primaria ospedale infantile trento;;a carattere statale/provinciale;elena  valduga;;;largo medaglie d oro, 9 38122;trento;0461920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;tnee85703p;https://www.vivoscuola.it/content/view/full/29691;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29694
470;istituto comprensivo trento 4;"scuola secondaria di primo grado ""o. winkler"" trento";;a carattere statale/provinciale;elena  valduga;;;viale degli olmi, 22 38123;trento;0461920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;tnmm85701g;https://www.vivoscuola.it/content/view/full/29691;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29695
471;istituto comprensivo trento 5;;istituzione scolastica e formativa;a carattere statale/provinciale;paola pasqualin;;;via s giovanni bosco, 8 38122;trento;0461986634;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;tnic85200b;https://www.vivoscuola.it/content/view/full/29697;institute;https://it.wikipedia.org/wiki/Trento;
472;istituto comprensivo trento 5;"scuola primaria ""a. gorfer"" trento";;a carattere statale/provinciale;paola pasqualin;;;via dei solteri, 22 38121;trento;0461821434;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;tnee85204l;https://www.vivoscuola.it/content/view/full/29697;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29698
473;istituto comprensivo trento 5;"scuola primaria ""f. crispi"" trento";;a carattere statale/provinciale;paola pasqualin;;;via s giovanni bosco, 8 38122;trento;0461263331;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;tnee85202e;https://www.vivoscuola.it/content/view/full/29697;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29699
474;istituto comprensivo trento 5;"scuola primaria ""r. sanzio"" trento";;a carattere statale/provinciale;paola pasqualin;;;piazza sanzio, 13 38122;trento;0461233896;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;tnee85201d;https://www.vivoscuola.it/content/view/full/29697;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29700
475;istituto comprensivo trento 5;"scuola secondaria di primo grado ""g. bresadola"" trento";;a carattere statale/provinciale;paola pasqualin;;;via al torrione, 2 38122;trento;0461986634;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;tnmm85201c;https://www.vivoscuola.it/content/view/full/29697;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29702
476;istituto comprensivo trento 6;;istituzione scolastica e formativa;a carattere statale/provinciale;chiara ghetta;;;corso buonarroti, 50 38122;trento;0461236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnic85800a;https://www.vivoscuola.it/content/view/full/29703;institute;https://it.wikipedia.org/wiki/Trento;
477;istituto comprensivo trento 6;"scuola primaria ""a. degasperi"" sardagna";;a carattere statale/provinciale;chiara ghetta;;;via della toresèla, 1 38123;trento;0461236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnee85806n;https://www.vivoscuola.it/content/view/full/29703;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29704
478;istituto comprensivo trento 6;"scuola primaria ""a. schmid"" cristo re trento";;a carattere statale/provinciale;chiara ghetta;;;via schmid, 4 38121;trento;0461236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnee85802d;https://www.vivoscuola.it/content/view/full/29703;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29705
479;istituto comprensivo trento 6;"scuola primaria ""beato s. bellesini"" trento";;a carattere statale/provinciale;chiara ghetta;;;via stoppani, 3 38121;trento;0461236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnee85801c;https://www.vivoscuola.it/content/view/full/29703;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29706
480;istituto comprensivo trento 6;"scuola primaria ""s. pertini"" sopramonte";;a carattere statale/provinciale;chiara ghetta;;;via canelli - sopramonte, 1 38123;trento;0461236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnee85805l;https://www.vivoscuola.it/content/view/full/29703;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29707
481;istituto comprensivo trento 6;"scuola primaria ""san vigilio"" vela";;a carattere statale/provinciale;chiara ghetta;;;localita la vela, 3 38121;trento;0461236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnee85803e;https://www.vivoscuola.it/content/view/full/29703;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29708
482;istituto comprensivo trento 6;scuola primaria cadine;;a carattere statale/provinciale;chiara ghetta;;;via di coltura, 7 38123;trento;0461236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnee85804g;https://www.vivoscuola.it/content/view/full/29703;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29709
483;istituto comprensivo trento 6;"scuola secondaria di primo grado ""a. manzoni"" trento";;a carattere statale/provinciale;chiara ghetta;;;corso buonarroti, 50 38122;trento;0461236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnmm85801b;https://www.vivoscuola.it/content/view/full/29703;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29710
484;"istituto comprensivo trento 7 ""rita levi montalcini""";;istituzione scolastica e formativa;a carattere statale/provinciale;laura de donno;;;via iv novembre, 35/1 38121;trento;0461990287;0461/994418;ic.trento7@pec.provincia.tn.it;dir.ic.tn7@scuole.provincia.tn.it;segr.ic.tn7@scuole.provincia.tn.it;https://www.trento7.it;tnic85100g;https://www.vivoscuola.it/content/view/full/29711;institute;https://it.wikipedia.org/wiki/Trento;
485;"istituto comprensivo trento 7 ""rita levi montalcini""";"scuola primaria ""e. de carli"" meano";;a carattere statale/provinciale;laura de donno;;;via delle tre croci, 40 38121;trento;0461990287;0461/994418;ic.trento7@pec.provincia.tn.it;dir.ic.tn7@scuole.provincia.tn.it;segr.ic.tn7@scuole.provincia.tn.it;https://www.trento7.it;tnee85101n;https://www.vivoscuola.it/content/view/full/29711;school;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29712
